gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	invasionStage	datasetName	presenceBE	gbifapi_scientificName	index
Nicandra physalodes (L.) Gaertner	5341754	Plantae	introduced	plants	present	Nicandra physalodes (L.) Gaertner	2557
Nicotiana alata Link & Otto	2928761	Plantae	introduced	plants	present	Nicotiana alata Link & Otto	2558
Nicotiana forgetiana Hort. Sand. ex Hemsl.	2928779	Plantae	introduced	plants	present	Nicotiana forgetiana Hort. Sand. ex Hemsl.	2559
Nicotiana glauca R. C. Graham	2928783	Plantae	introduced	plants	present	Nicotiana glauca R. C. Graham	2560
Nicotiana langsdorffii Weinm.	2928759	Plantae	introduced	plants	present	Nicotiana langsdorffii Weinm.	2561
Nicotiana longiflora Cav.	2928766	Plantae	introduced	plants	present	Nicotiana longiflora Cav.	2562
Nicotiana rustica L.	2928775	Plantae	introduced	plants	present	Nicotiana rustica L.	2563
Nicotiana sylvestris Speg.	2928767	Plantae	introduced	plants	present	Nicotiana sylvestris Speg.	2564
Nicotiana tabacum L.	2928774	Plantae	introduced	plants	present	Nicotiana tabacum L.	2565
Nicotiana velutina Wheeler	3798835	Plantae	introduced	plants	present	Nicotiana velutina Wheeler	2566
Nicotiana ×sanderae Sander ex W. Watson	3799170	Plantae	introduced	plants	present	Nicotiana ×sanderae Sander ex W. Watson	2567
Nigella damascena L.	5371702	Plantae	introduced	plants	present	Nigella damascena L.	2308
Nigella sativa L.	5371700	Plantae	introduced	plants	present	Nigella sativa L.	2309
Nonea pulla DC.	7294644	Plantae	introduced	plants	present	Nonea pulla DC.	837
Nonea rosea (M. Bieb.) Link	2926041	Plantae	introduced	plants	present	Nonea rosea (M. Bieb.) Link	838
Notobasis syriaca (L.) Cass.	3122323	Plantae	introduced	plants	present	Notobasis syriaca (L.) Cass.	691
Nyctereutes procyonoides (Gray, 1834)	2434552	nan	established	harmonia	present	Nyctereutes procyonoides (Gray, 1834)	114
Nymphaea ×marliacea Lat.-Marl.	7802465	Plantae	established	plants	present	Nymphaea ×marliacea Lat.-Marl.	1661
Ocimum basilicum L.	2927096	Plantae	introduced	plants	present	Ocimum basilicum L.	1556
Odontites luteus (L.) Clairv.	7855120	Plantae	established	plants	present	Odontites luteus (L.) Clairv.	1733
Oenanthe pimpinelloides L.	5371889	Plantae	established	plants	present	Oenanthe pimpinelloides L.	412
Oenothera L.	3188799	nan	invasive	harmonia	present	Oenothera L.	115
Oenothera angustissima Gates	3188889	Plantae	introduced	plants	present	Oenothera angustissima Gates	1690
Oenothera biennis L.	3188924	Plantae	unknown	plants	present	Oenothera biennis L.	1691
Oenothera cambrica K. Rostanski	7322292	Plantae	introduced	plants	present	Oenothera cambrica K. Rostanski	1692
Oenothera curtiflora W.L.Wagner & Hoch	3667406	Plantae	introduced	plants	present	Oenothera curtiflora W.L.Wagner & Hoch	1694
Oenothera deflexa Gates	7322773	Plantae	established	plants	present	Oenothera deflexa Gates	1695
Oenothera elata Kunth	3188829	Plantae	introduced	plants	present	Oenothera elata Kunth	1697
Oenothera fallax Renner	7915783	Plantae	established	plants	present	Oenothera fallax Renner	1721
Oenothera fruticosa subsp. glauca (Michx.) Straley	8637919	Plantae	introduced	plants	present	Oenothera fruticosa subsp. glauca (Michx.) Straley	1698
Oenothera glazioviana M. Micheli	3188894	Plantae	established	plants	present	Oenothera glazioviana M. Micheli	1699
Oenothera indecora Camb.	7322393	Plantae	introduced	plants	present	Oenothera indecora Camb.	1700
Oenothera issleri Renn. ex Rostanski	7322373	Plantae	introduced	plants	present	Oenothera issleri Renn. ex Rostanski	1722
Oenothera laciniata Hill	3188867	Plantae	introduced	plants	present	Oenothera laciniata Hill	1701
Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	3664589	Plantae	introduced	plants	present	Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	1702
Oenothera nuda Renner ex Rostanski	3667628	Plantae	introduced	plants	present	Oenothera nuda Renner ex Rostanski	1703
Oenothera oakesiana (A. Gray) S. Watson	3188884	Plantae	introduced	plants	present	Oenothera oakesiana (A. Gray) S. Watson	1704
Oenothera oehlkersii A. Kappus	8153538	Plantae	introduced	plants	present	Oenothera oehlkersii A. Kappus	1705
Oenothera paradoxa Hudziok	3667238	Plantae	introduced	plants	present	Oenothera paradoxa Hudziok	1706
Oenothera parviflora L.	3188833	Plantae	introduced	plants	present	Oenothera parviflora L.	1707
Oenothera perangusta Gates	7322738	Plantae	established	plants	present	Oenothera perangusta Gates	1708
Oenothera perennis L.	3188838	Plantae	introduced	plants	present	Oenothera perennis L.	1709
Oenothera pycnocarpa Atkinson & Bartlett	3188926	Plantae	introduced	plants	present	Oenothera pycnocarpa Atkinson & Bartlett	1710
Oenothera rosea Aiton	3188875	Plantae	introduced	plants	present	Oenothera rosea Aiton	1711
Oenothera royfraseri R.R.Gates	3665940	Plantae	introduced	plants	present	Oenothera royfraseri R.R.Gates	1712
Oenothera rubricaulis Klebahn	7322529	Plantae	established	plants	present	Oenothera rubricaulis Klebahn	1713
Oenothera rubricauloides Rostanski	3665817	Plantae	introduced	plants	present	Oenothera rubricauloides Rostanski	1715
Oenothera speciosa Nutt.	3188859	Plantae	introduced	plants	present	Oenothera speciosa Nutt.	1716
Oenothera stricta Ledeb. ex Link	3188830	Plantae	introduced	plants	present	Oenothera stricta Ledeb. ex Link	1717
Oenothera subterminalis R.R.Gates	3664677	Plantae	introduced	plants	present	Oenothera subterminalis R.R.Gates	1718
Oenothera victorinii Gates & Catcheside	7322143	Plantae	unknown	plants	present	Oenothera victorinii Gates & Catcheside	1719
Oenothera wratislaviensis Rostanski	3667721	Plantae	introduced	plants	present	Oenothera wratislaviensis Rostanski	1720
Omphalodes linifolia (L.) Moench	2926050	Plantae	introduced	plants	present	Omphalodes linifolia (L.) Moench	839
Omphalodes verna Moench	2926048	Plantae	established	plants	present	Omphalodes verna Moench	840
Oncorhynchus mykiss (Walbaum, 1792)	5204019	Animalia, nan	established, nan	fishes, harmonia, wrims	absent, present	Oncorhynchus mykiss (Walbaum, 1792)	15, 116, 9487
Ondatra zibethicus (Linnaeus, 1766)	5219858	nan	invasive	harmonia	present	Ondatra zibethicus (Linnaeus, 1766)	117
Onobrychis caput-galli (L.) Lam.	2972703	Plantae	introduced	plants	present	Onobrychis caput-galli (L.) Lam.	1333
Onobrychis viciifolia Scop.	2972595	Plantae	established	plants	present	Onobrychis viciifolia Scop.	1334
Onoclea sensibilis L.	2650903	Plantae	unknown	plants	present	Onoclea sensibilis L.	1723
Ononis alopecuroides L.	2977222	Plantae	introduced	plants	present	Ononis alopecuroides L.	1335
Ononis natrix L.	2977234	Plantae	introduced	plants	present	Ononis natrix L.	1336
Onopordum macracanthum Schousb.	3094899	Plantae	introduced	plants	present	Onopordum macracanthum Schousb.	692
Onopordum tauricum Willd.	3094939	Plantae	introduced	plants	present	Onopordum tauricum Willd.	693
Oplismenus hirtellus (L.) P.Beauv.	2705737	Plantae	introduced	plants	present	Oplismenus hirtellus (L.) P.Beauv.	2075
Orchestia cavimana Heller, 1865	2218567	Animalia	established, to be determined by experts	macroinvertebrates, wrims	present	Orchestia cavimana Heller, 1865	189, 9488, 9489
Orconectes limosus (Rafinesque, 1817)	2227000	Animalia	established	macroinvertebrates, wrims	present	Orconectes limosus (Rafinesque, 1817)	195, 9490
Oreochromis niloticus (Linnaeus, 1758)	4285694	Animalia	established	fishes	present	Oreochromis niloticus (Linnaeus, 1758)	16
Orlaya platycarpos W. D. Koch	3638223	Plantae	introduced	plants	present	Orlaya platycarpos W. D. Koch	413
Ornithogalum divergens Boreau	2773453	Plantae	unknown	plants	present	Ornithogalum divergens Boreau	480
Ornithogalum narbonense L.	2772958	Plantae	introduced	plants	present	Loncomelos narbonense (L.) Raf.	476
Ornithogalum nutans L.	2773281	Plantae	introduced	plants	present	Honorius nutans (L.) Gray	470
Ornithogalum pyramidale L.	2772885	Plantae	unknown	plants	present	Loncomelos brevistylum (Wolfner) Dostál	475
Ornithopus compressus L.	5358265	Plantae	introduced	plants	present	Ornithopus compressus L.	1337
Ornithopus sativus Brot.	5358266	Plantae	introduced	plants	present	Ornithopus sativus Brot.	1338
Orobanche amethystea Thuill.	7519710	Plantae	introduced	plants	present	Orobanche amethystea Thuill.	1734
Orobanche flava Mart. ex F. W. Schultz	7332516	Plantae	introduced	plants	present	Orobanche flava Mart. ex F. W. Schultz	1735
Orthilia secunda (L.) House	2888310	Plantae	unknown	plants	present	Orthilia secunda (L.) House	1216
Orthodontium lineare Schwaegrichen, 1827	2677047	nan	nan	harmonia	present	Orthodontium lineare Schwaegrichen, 1827	118
Ovis ammon (Linnaeus, 1758)	2441122	nan	established	harmonia	present	Ovis ammon (Linnaeus, 1758)	119
Oxalis articulata Savigny	2891664	Plantae	introduced	plants	present	Oxalis articulata Savigny	1738
Oxalis corniculata L.	8427624	Plantae	established	plants	present	Oxalis corniculata L.	1739
Oxalis debilis Kunth	2891707	Plantae	established	plants	present	Oxalis debilis Kunth	1740
Oxalis dillenii Jacq.	2891677	Plantae	introduced	plants	present	Oxalis dillenii Jacq.	1741
Oxalis latifolia Kunth	2891755	Plantae	introduced	plants	present	Oxalis latifolia Kunth	1742
Oxalis tetraphylla Cav.	7560711	Plantae	introduced	plants	present	Oxalis tetraphylla Cav.	1744
Oxalis ×uittienii J.T.Jansen	3627235	Plantae	introduced	plants	present	Oxalis ×uittienii J.T.Jansen	1746
Oxybasis macrosperma (Hook. f.) S. Fuentes, Uotila & Borsch	7846821	Plantae	introduced	plants	present	Oxybasis macrosperma (Hook. f.) S. Fuentes, Uotila & Borsch	351
Oxychloris scariosa (F.Muell.) Lazarides	4108297	Plantae	introduced	plants	present	Oxychloris scariosa (F.Muell.) Lazarides	2076
Oxyura jamaicensis (Gmelin, 1789)	2498305	nan	nan	harmonia	absent	Oxyura jamaicensis (Gmelin, 1789)	120
Pachysandra terminalis Siebold & Zucc.	2984676	Plantae	introduced	plants	present	Pachysandra terminalis Siebold & Zucc.	972
Pacifastacus leniusculus (Dana, 1852)	2226990	Animalia	established	macroinvertebrates	present	Pacifastacus leniusculus (Dana, 1852)	192
Paeonia lactiflora Pall.	3083486	Plantae	introduced	plants	present	Paeonia lactiflora Pall.	1747
Paeonia officinalis L.	3083488	Plantae	introduced	plants	present	Paeonia officinalis L.	1748
Palaemon macrodactylus M. J. Rathbun, 1902	2224970	Animalia	established, introduced, to be determined by experts	macroinvertebrates, wrims	present	Palaemon macrodactylus M. J. Rathbun, 1902	197, 9491, 9492, 9493, 9494
Paliurus spina-christi Miller	5372457	Plantae	introduced	plants	present	Paliurus spina-christi Miller	2326
Panicum antidotale Retz.	2705141	Plantae	introduced	plants	present	Panicum antidotale Retz.	2077
Panicum bulbosum Kunth	2705106	Plantae	introduced	plants	present	Zuloagaea bulbosa (Kunth) Bess	2197
Panicum clandestinum L.	2702544	Plantae	introduced	plants	present	Dichanthelium clandestinum (L.) Gould	1946
Panicum coloratum L.	2705092	Plantae	introduced	plants	present	Panicum coloratum L.	2082
Panicum decompositum R.Br.	4113402	Plantae	introduced	plants	present	Panicum decompositum R.Br.	2083
Panicum dichotomiflorum Michx.	2705144	Plantae	established	plants	present	Panicum dichotomiflorum Michx.	2084
Panicum hillmanii Chase	2705098	Plantae	introduced	plants	present	Panicum capillare subsp. hillmanii (Chase) Freckmann & Lelong	2080
Panicum hirticaule J.Presl	2705066	Plantae	introduced	plants	present	Panicum hirticaule J.Presl	2085
Panicum laevinode Lindl.	4116709	Plantae	introduced	plants	present	Panicum laevinode Lindl.	2086
Panicum miliaceum subsp. miliaceum	6449041	Plantae	introduced	plants	present	Panicum miliaceum subsp. miliaceum	2088
Panicum schinzii Hack.	4125308	Plantae	established	plants	present	Panicum schinzii Hack.	2090
Panicum virgatum L.	2705081	Plantae	introduced	plants	present	Panicum virgatum L.	2091
Papaver atlanticum (Ball) Coss.	7315072	Plantae	established	plants	present	Papaver atlanticum (Ball) Coss.	1757
Papaver hybridum L.	2888446	Plantae	introduced	plants	present	Papaver hybridum L.	1758
Papaver nudicaule L.	8144599	Plantae	introduced	plants	present	Papaver nudicaule L.	1759
Papaver setiferum Goldblatt	8342911	Plantae	established	plants	present	Papaver setiferum Goldblatt	1760
Parapholis incurva (L.) C.E.Hubb.	5290069	Plantae	unknown	plants	present	Parapholis incurva (L.) C.E.Hubb.	2092
Parentucellia viscosa (L.) Caruel	3171818	Plantae	established	plants	present	Parentucellia viscosa (L.) Caruel	1737
Paronychia brasiliana DC.	7314281	Plantae	introduced	plants	present	Paronychia brasiliana DC.	1052
Parthenium hysterophorus L.	3086784	Plantae	introduced	plants	present	Parthenium hysterophorus L.	695
Parthenocissus Planch.	3039188	nan	invasive	harmonia	present	Parthenocissus Planch.	121
Parthenocissus quinquefolia (L.) Planchon	3039194	Plantae	established	plants	present	Parthenocissus quinquefolia (L.) Planchon	2638
Parthenocissus tricuspidata (Siebold & Zucc.) Planchon	3039209	Plantae	established	plants	present	Parthenocissus tricuspidata (Siebold & Zucc.) Planchon	2639
Paspalum dilatatum Poir.	2705565	Plantae	introduced	plants	present	Paspalum dilatatum Poir.	2093
Paspalum distichum L.	2705622	Plantae	introduced	plants	present	Paspalum distichum L.	2094
Paspalum paniculatum L.	2705587	Plantae	introduced	plants	present	Paspalum paniculatum L.	2096
Paspalum saurae (Parodi) Parodi	4154259	Plantae	introduced	plants	present	Paspalum notatum var. saurae Parodi	2095
Passiflora caerulea L.	2874199	Plantae	introduced	plants	present	Passiflora caerulea L.	1766
Passiflora edulis Sims	2874190	Plantae	introduced	plants	present	Passiflora edulis Sims	1767
Pastinaca sativa subsp. sativa	7224157	Plantae	introduced	plants	present	Pastinaca sativa subsp. sativa	414
Paulownia tomentosa (Thunb.) Steud.	3170823	Plantae	introduced	plants	present	Paulownia tomentosa (Thunb.) Steud.	1768
Pelargonium capitatum	2891613	Plantae	introduced	plants	present	Pelargonium capitatum (L.) Aiton	1461
Pelophylax ridibundus (Pallas, 1771)	2426661	nan	invasive	harmonia	present	Pelophylax ridibundus (Pallas, 1771)	122
Pennisetum alopecuroides (L.) Spreng.	2706156	Plantae	introduced	plants	present	Pennisetum alopecuroides (L.) Spreng.	2097
Pennisetum flaccidum Griseb.	2706137	Plantae	established	plants	present	Pennisetum flaccidum Griseb.	2098
Pennisetum petiolare (Hochst.) Chiov.	2706130	Plantae	introduced	plants	present	Pennisetum petiolare (Hochst.) Chiov.	2099
Pentaglottis sempervirens (L.) L. H. Bailey	2926130	Plantae	established	plants	present	Pentaglottis sempervirens (L.) L. H. Bailey	841
Pentameris airoides (Nees) Steud.	4146851	Plantae	introduced	plants	present	Pentaschistis airoides (Nees) Stapf	2100
Perccottus glenii Dybowski, 1877	2390064	nan	nan	harmonia	absent	Perccottus glenii Dybowski, 1877	123
Perilla frutescens (L.) Britton	5341394	Plantae	introduced	plants	present	Perilla frutescens (L.) Britton	1558
Periploca graeca L.	5414545	Plantae	introduced	plants	present	Periploca graeca L.	432
Perovskia abrotanoides Kar.	3889083	Plantae	introduced	plants	present	Perovskia abrotanoides Kar.	1559
Perovskia atriplicifolia Benth.	3889056	Plantae	introduced	plants	present	Perovskia atriplicifolia Benth.	1560
Persicaria capitata (Buch.-Ham. ex D. Don) H. Gross	2889304	Plantae	introduced	plants	present	Persicaria capitata (Buch.-Ham. ex D. Don) H. Gross	2219
Persicaria nepalensis (Meisn.) H. Gross	4034001	Plantae	introduced	plants	present	Persicaria nepalensis (Meisn.) H. Gross	2220
Persicaria orientalis (L.) Spach	2889229	Plantae	introduced	plants	present	Persicaria orientalis (L.) Spach	2221
Persicaria pensylvanica (L.) M. Gómez	8263906	Plantae	introduced	plants	present	Persicaria pensylvanica (L.) M. Gómez	2222
Petasites albus (L.) Gaertn.	7749287	Plantae	established	plants	present	Petasites albus (L.) Gaertn.	696
Petasites japonicus (Siebold & Zucc.) Maxim.	3088310	Plantae	established	plants	present	Petasites japonicus (Siebold & Zucc.) Maxim.	697
Petasites pyrenaicus (L.) G.López	3088282	Plantae	unknown	plants	present	Petasites pyrenaicus (L.) G.López	698
Petricolaria pholadiformis (Lamarck, 1818)	2287615	Animalia	established, to be determined by experts	macroinvertebrates, wrims	present	Petricola pholadiformis Lamarck, 1818, Petricolaria pholadiformis (Lamarck, 1818)	232, 9495, 9496, 9497
Petrorhagia nanteuilii (Bumat) P. W. Ball & Heywood	8693157	Plantae	introduced	plants	present	Petrorhagia nanteuilii (Burnat) P. W. Ball & Heywood	1053
Petrorhagia saxifraga (L.) Link	3085623	Plantae	introduced	plants	present	Petrorhagia saxifraga (L.) Link	1054
Petroselinum crispum (Mill.) Nyman ex A. W. Hill	8193935	Plantae	introduced	plants	present	Petroselinum crispum (Mill.) Nyman ex A. W. Hill	416
Petunia integrifolia (Hook.) Schinz & Thell.	2928861	Plantae	introduced	plants	present	Petunia integrifolia (Hook.) Schinz & Thell.	2568
Petunia ×punctata Paxton	3802845	Plantae	introduced	plants	present	Petunia ×punctata Paxton	2570
Phacelia purshii Buckl.	2928153	Plantae	introduced	plants	present	Phacelia purshii Buckl.	842
Phacelia tanacetifolia Benth.	2928226	Plantae	introduced	plants	present	Phacelia tanacetifolia Benth.	843
Phalaris angusta Nees ex Trin.	5289753	Plantae	introduced	plants	present	Phalaris angusta Nees ex Trin.	2101
Phalaris aquatica L.	5289746	Plantae	introduced	plants	present	Phalaris aquatica L.	2102
Phalaris brachystachys Link	5289745	Plantae	introduced	plants	present	Phalaris brachystachys Link	2104
Phalaris canariensis L.	5289744	Plantae	introduced	plants	present	Phalaris canariensis L.	2105
Phalaris coerulescens Desf.	5289751	Plantae	introduced	plants	present	Phalaris coerulescens Desf.	2106
Phalaris minor Retz.	5289752	Plantae	introduced	plants	present	Phalaris minor Retz.	2107
Phalaris platensis Henrard ex Heukels	8420312	Plantae	introduced	plants	present	Phalaris platensis Henrard ex Heukels	2110
Phaseolus coccineus L.	5350466	Plantae	introduced	plants	present	Phaseolus coccineus L.	1339
