	gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	datasetName	firstObservationYearBE	firstObservationYearFL	invasionStage	habitat	nativeRange	introductionPathway	presenceBE	presenceFL	presenceWA	presenceBR	gbifapi_scientificName	index
1468	Nassella hyalina (Nees) Barkworth	5674047	Plantae	plants	1897.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Nassella hyalina (Nees) Barkworth	2071
1469	Nassella neesiana (Trin. & Rupr.) Barkworth	5289831	Plantae	plants	1895.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Nassella neesiana (Trin. & Rupr.) Barkworth	2072
1470	Nassella tenuissima (Trin.) Barkworth	5289833	Plantae	plants	1894.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | escape > horticulture	present	present	present	present	Nassella tenuissima (Trin.) Barkworth	2073
1471	Navarretia squarrosa (Eschsch.) Hook. & Arn.	2927684	Plantae	plants	1877.0		introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	present	absent	Navarretia squarrosa (Eschsch.) Hook. & Arn.	2204
1472	Neillia incisa (Thunb.) S.H.Oh	3853033	Plantae	plants	2004.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Neillia incisa (Thunb.) S.H.Oh	2384
1473	Neillia tanakae Franch. & Sav.	2987948	Plantae	plants	2012.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Neillia tanakae Franch. & Sav.	2385
1474	Nemophila menziesii var. integrifolia Brand	7536406	Plantae	plants	1895.0		introduced	to be determined by experts	N. America	escape > horticulture	present	absent	present	absent	Nemophila menziesii var. integrifolia Parish	834
1475	Nemophila menziesii var. menziesii	6420901	Plantae	plants	1888.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	present	absent	Nemophila menziesii var. menziesii	835
1476	Nemopsis bachei L. Agassiz, 1849	2266561	Animalia	wrims	1996.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Nemopsis bachei L. Agassiz, 1849	9481 | 9482
1477	Neogobius melanostomus (Pallas, 1814)	2379089	Animalia	fishes | harmonia | wrims	2010.0	2010	established	freshwater | freshwater | estuarine | to be determined by experts, primarily marine probably	Europe | Europe | Asia | to be determined by experts	stowaway > ship/boat ballast water | to be determined by experts | unaided > natural dispersal across borders of invasive alien species that have been introduced through pathways 1 to 5	present	present	present | to be determined by experts	present | to be determined by experts	Neogobius melanostomus (Pallas, 1814)	14 | 113 | 9483
1478	Neosiphonia harveyi (Bailey) M.-S.Kim, H.-G.Choi, Guiry & G.W.Saunders, 2001	5277404	Plantae	wrims	2000.0		established	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Neosiphonia harveyi (Bailey) M.-S.Kim, H.-G.Choi, Guiry & G.W.Saunders, 2001	9484
1480	Nepeta grandiflora M.Bieb.	5341498	Plantae	plants	1903.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	present	absent	Nepeta grandiflora M.Bieb.	1553
1481	Nepeta racemosa Lam.	5341497	Plantae	plants	1954.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	present	Nepeta racemosa Lam.	1554
1482	Nepeta ×faassenii Bergmans ex Stearn	7350989	Plantae	plants	1946.0		introduced	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Nepeta ×faassenii Bergmans ex Stearn	1555
1483	Neslia paniculata subsp. paniculata	7225621	Plantae	plants	1867.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Neslia paniculata subsp. paniculata	947
1484	Neslia paniculata subsp. thracica (Velen.) Bornm.	3047147	Plantae	plants	1866.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	absent	Neslia paniculata subsp. thracica (Velen.) Bornm.	948
1485	Nicandra physalodes (L.) Gaertner	5341754	Plantae	plants	1853.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Nicandra physalodes (L.) Gaertner	2557
1486	Nicotiana alata Link & Otto	2928761	Plantae	plants	1954.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	present	absent	Nicotiana alata Link & Otto	2558
1487	Nicotiana forgetiana Hort. Sand. ex Hemsl.	2928779	Plantae	plants	1932.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	present	absent	Nicotiana forgetiana Hort. Sand. ex Hemsl.	2559
1488	Nicotiana glauca R. C. Graham	2928783	Plantae	plants	2011.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	absent	absent	Nicotiana glauca R. C. Graham	2560
1489	Nicotiana langsdorffii Weinm.	2928759	Plantae	plants	1859.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	absent	absent	Nicotiana langsdorffii Weinm.	2561
1490	Nicotiana longiflora Cav.	2928766	Plantae	plants	1895.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Nicotiana longiflora Cav.	2562
1491	Nicotiana rustica L.	2928775	Plantae	plants	1868.0		introduced	to be determined by experts	S. America	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Nicotiana rustica L.	2563
1492	Nicotiana sylvestris Speg.	2928767	Plantae	plants	1924.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	present	absent	Nicotiana sylvestris Speg.	2564
1493	Nicotiana tabacum L.	2928774	Plantae	plants	1930.0		introduced	to be determined by experts	S. America	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Nicotiana tabacum L.	2565
1494	Nicotiana velutina Wheeler	3798835	Plantae	plants	1912.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Nicotiana velutina Wheeler	2566
1495	Nicotiana ×sanderae Sander ex W. Watson	3799170	Plantae	plants	1931.0		introduced	to be determined by experts	unknown	escape > horticulture	present	present	present	present	Nicotiana ×sanderae Sander ex W. Watson	2567
1496	Nigella damascena L.	5371702	Plantae	plants	1860.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	present	present	Nigella damascena L.	2308
1497	Nigella sativa L.	5371700	Plantae	plants	1865.0		introduced	to be determined by experts	Africa | Asia	contaminant > seed contaminant	present	present	present	absent	Nigella sativa L.	2309
1498	Nonea lutea (Desr.) DC.	2926042	Plantae	plants	2004.0		introduced	to be determined by experts	Europe | Asia	unknown	present	present	absent	absent	Nonea lutea (Desr.) DC.	836
1499	Nonea pulla DC.	7294644	Plantae	plants	1932.0		introduced	to be determined by experts	Asia	unknown	present	absent	present	absent	Nonea pulla DC.	837
1500	Nonea rosea (M. Bieb.) Link	2926041	Plantae	plants	1828.0		introduced	to be determined by experts	Asia	contaminant > seed contaminant	present	absent	present	absent	Nonea rosea (M. Bieb.) Link	838
1501	Notobasis syriaca (L.) Cass.	3122323	Plantae	plants	1909.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	absent	present	absent	Notobasis syriaca (L.) Cass.	691
1502	Nyctereutes procyonoides (Gray, 1834)	2434552		harmonia	2010.0		established	terrestrial	Asia	to be determined by experts	present	to be determined by experts	present	to be determined by experts	Nyctereutes procyonoides (Gray, 1834)	114
1504	Ocimum basilicum L.	2927096	Plantae	plants	1886.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	escape > agriculture (including biofuel feedstocks)	present	present	absent	absent	Ocimum basilicum L.	1556
1505	Odontites jaubertiana (Boreau) D. Dietr. ex Walpers	7564934	Plantae	plants	2003.0		unknown	to be determined by experts	Europe	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	absent	absent	Odontites jaubertiana (Boreau) D. Dietr. ex Walpers	1732
1506	Odontites luteus (L.) Clairv.	7855120	Plantae	plants	1977.0		established	to be determined by experts	to be determined by experts	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	absent	absent	Odontites luteus (L.) Clairv.	1733
1507	Oenanthe pimpinelloides L.	5371889	Plantae	plants	1859.0		established	to be determined by experts	Europe | Asia	contaminant > contaminant nursery material	present	present	absent	present	Oenanthe pimpinelloides L.	412
1508	Oenothera L.	3188799		harmonia	1792.0		invasive	terrestrial	N. America	escape > to be determined by experts	present	present	present	present	Oenothera L.	115
1509	Oenothera angustissima Gates	3188889	Plantae	plants	1860.0		introduced	to be determined by experts	N. America	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	absent	absent	Oenothera angustissima Gates	1690
1510	Oenothera biennis L.	3188924	Plantae	plants	1792.0		unknown	to be determined by experts	Europe | Asia	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	present	Oenothera biennis L.	1691
1511	Oenothera cambrica K. Rostanski	7322292	Plantae	plants	2001.0		introduced	to be determined by experts	N. America	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	absent	absent	Oenothera cambrica K. Rostanski	1692
1512	Oenothera curtiflora W.L.Wagner & Hoch	3667406	Plantae	plants	1958.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Oenothera curtiflora W.L.Wagner & Hoch	1694
1513	Oenothera deflexa Gates	7322773	Plantae	plants	1915.0		established	to be determined by experts	N. America	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	present	Oenothera deflexa Gates	1695
1514	Oenothera elata Kunth	3188829	Plantae	plants	1961.0		introduced	to be determined by experts	N. America | S. America	unknown	present	present	absent	absent	Oenothera elata Kunth	1697
1515	Oenothera fallax Renner	7915783	Plantae	plants	1956.0		established	to be determined by experts	unknown	to be determined by experts	present	present	present	absent	Oenothera fallax Renner	1721
1516	Oenothera fruticosa subsp. glauca (Michx.) Straley	8637919	Plantae	plants	1998.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Oenothera fruticosa subsp. glauca (Michx.) Straley	1698
1517	Oenothera glazioviana M. Micheli	3188894	Plantae	plants	1868.0		established	to be determined by experts	N. America	escape > horticulture	present	present	present	present	Oenothera glazioviana M. Micheli	1699
1518	Oenothera indecora Camb.	7322393	Plantae	plants	1895.0		introduced	to be determined by experts	S. America	contaminant > seed contaminant	present	present	absent	absent	Oenothera indecora Camb.	1700
1519	Oenothera issleri Renn. ex Rostanski	7322373	Plantae	plants	1955.0		introduced	to be determined by experts	unknown	to be determined by experts	present	present	present	absent	Oenothera issleri Renn. ex Rostanski	1722
