Taxon	Synonym	Family	M/I	FR	MRR	Origin	Presence_Fl	Presence_Br	Presence_Wa	D/N	V/I
Botrychium simplex Hitchc.		Ophioglossaceae	A	1908	1908	E NAM	X			Cas.	Pines
Goodyera repens (L.) R. Brown		Orchidaceae	A	1902	N	E AS-Te NAM	X		X	Nat.	Pines
Himantoglossum robertianum (Loisel.) P. Delforge	Barlia robertiana (Loisel.) Greuter	Orchidaceae	A?	2014	2014	E AF AS-Te			X	Cas.?	?
Serapias lingua L.		Orchidaceae	A	2007	2007	E AF AS-Te	X			Cas.	Seeds
Spiranthes cernua (L.) Richard x S. odorata  (Nuttall) Lindley		Orchidaceae	D	2014	2014	Hybr.	X			Cas.?	Hort.
Traunsteinera globosa (L.) Reichenb.		Orchidaceae	D?	<1812	<1812	E		X		Cas.	Hort.?
Bartsia trixago L.	Bellardia trixago (L.) All.	Orobanchaceae	A	1951	2014	E AF AS-Te	X			Cas.	Grain,...
Melampyrum nemorosum L.		Orobanchaceae	A	2015	2015	E	X			Cas.	Timber
Odontites jaubertianus (Boreau) D. Dietrich ex Walp.		Orobanchaceae	A	2003	2003	E	X			Cas.?	Ore
Odontites luteus (L.) Clairv.		Orobanchaceae	A	1977	N	E AF AS-Te	X			Nat.	Ore
Orobanche amethystea Thuill.		Orobanchaceae	A	1984	1984	E AF AS-Te	X			Cas.	Seeds
Orobanche flava C.F.P. Mart. ex F.W. Schultz		Orobanchaceae	A	1944	1945	E		X		Cas.	Seeds
Orobanche ramosa L.		Orobanchaceae	A	1792	2000	E AF AS-Te	X		X	Cas.	Seeds, grain,…
Parentucellia viscosa (L.) Caruel		Orobanchaceae	A	1902	N	E AF AS-Te	X	X		Nat.	Seeds,…
Oxalis articulata Savigny		Oxalidaceae	D	2005	2013	SAM	X			Cas.	Hort.
Oxalis corniculata L.		Oxalidaceae	D	1811	N	?	X	X	X	Nat.	Hort.
Oxalis debilis Humb., Bonpl. et Kunth		Oxalidaceae	D	1954	N	SAM	X		X	Nat.	Hort.
Oxalis dillenii Jacq.		Oxalidaceae	A	2012	2015	NAM	X		X	Cas.	Hort.
Oxalis latifolia Kunth		Oxalidaceae	D	1979	2015	AM	X		X	Cas.	Hort.
Oxalis stricta L.	Oxalis fontana Bunge	Oxalidaceae	D?	1792	N	NAM AS-Te	X	X	X	Nat.	Hort.?
Oxalis tetraphylla Cav.		Oxalidaceae	D	2006	2013	AM	X		X	Cas.	Hort.
Oxalis triangularis St. Hilaire		Oxalidaceae	D	2011	2013	SAM	X			Cas.	Hort.
Oxalis x uittienii J. Jansen (O. corniculata x fontana)		Oxalidaceae	A	1973	1973	Hybr.	X			Cas.	Hybridization
Paeonia lactiflora Pallas		Paeoniaceae	D	2014	2015	AS-Te	X			Cas.	Hort.
Paeonia officinalis L.		Paeoniaceae	D	1968	1968	E		X		Cas.	Hort.
Argemone mexicana L.		Papaveraceae	A	1891	1957	AM			X	Cas.	Wool
Corydalis cheilanthifolia Hemsl.		Papaveraceae	D	1918	2014	AS-Te	X	X		Cas.	Hort.
Eschscholzia californica Cham.		Papaveraceae	D	1888	2014	NAM	X		X	Cas.	Hort.
Glaucium corniculatum (L.) Rudolph		Papaveraceae	A	1880	2011	E AF AS-Te	X		X	Cas.	Grain,…
Hypecoum pendulum L.		Papaveraceae	A	1903	2004	E AF AS-Te	X			Cas.	Grain
Lamprocapnos spectabilis (L.) Fukuhara	Dicentra spectabilis (L.) Lem.	Papaveraceae	D	2010	2011	AS-Te	X			Cas.	Hort.
Macleaya cordata (Willd.) R. Brown	Incl. M. x kewensis Turrill (M. cordata x microcarpa (Maxim.) Fedde)	Papaveraceae	D	2001	N?	AS-Te	X		X	Nat.?	Hort.
Meconopsis cambrica (L.) Vig.		Papaveraceae	D	1953	N?	E	X	X	X	Nat.?	Hort.
Papaver atlanticum (Ball) Coss.		Papaveraceae	D	1986	N	AF	X	X		Nat.	Hort.
Papaver hybridum L.		Papaveraceae	A	1880	2004	E AF AS-Te	X		X	Cas.	Grain, wool,…
Papaver nudicaule L.		Papaveraceae	D	2014	2014	AS-Te	X			Cas.	Hort.
Papaver setiferum Goldblatt	Papaver pseudo-orientale (Fedde) Medw.	Papaveraceae	D	2001	N	AS-Te	X			Nat.	Hort.
Papaver somniferum L. subsp. setigerum (DC.) Arcang.		Papaveraceae	A	?	1997	AS-Te	X			Cas.	Grain,…
Papaver somniferum L. subsp. somniferum		Papaveraceae	D	1854	Ann.	AS-Te	X	X	X	Cas.	Birdseed
Pseudofumaria alba (Mill.) Lidén		Papaveraceae	D	1905	N	E	X		X	Nat.	Hort.
Pseudofumaria lutea (L.) Borkh.		Papaveraceae	D	1824	N	E	X	X	X	Nat.	Hort.
Roemeria hybrida (L.) DC.	Papaver bivalve (DC.) K.-F.Günther	Papaveraceae	A	1927	2011	E AF AS-Te	X		X	Cas.	Grain,…
Passiflora caerulea L.		Passifloraceae	D	2005	2014	SAM	X			Cas.	Hort.
Passiflora edulis Sims		Passifloraceae	D	1994	2004	SAM	X		X	Cas.	Food refuse
Paulownia tomentosa (Thunb.) Steud.		Paulowniaceae	D	1999	Ann.	AS-Te	X	X	X	Cas.	Hort.
Sesamum indicum L.	S. orientale L.	Pedaliaceae	D	2004	2004	Trop.	X			Cas.	Birdseed
Erythranthe cuprea (Dombrain) G.L. Nesom (incl. hybrids)	Mimulus cupreus Dombrain	Phrymaceae	D	2011	2011	SAM	X			Cas.	Hort.
Erythranthe guttata (DC.) G.L. Nesom (incl. hybrids)	Mimulus guttatus DC.	Phrymaceae	D	1953	N	NAM	X	X	X	Inv.	Hort.
Erythranthe lutea (L.) G.L.Nesom (incl. hybrids)	Mimulus luteus L. (incl. hybrids)	Phrymaceae	D	2012	2012	SAM			X	Cas.	Hort.
Erythranthe moschata ( Douglas ex Lindl. ) G.L. Nesom 	Mimulus moschatus Dougl. ex Lindl.	Phrymaceae	D	1882	N?	NAM	X		X	Nat.?	Hort.
Andrachne telephioides L.		Phyllanthaceae	A	1947	1947	E AF AS-Te			X	Cas.	Wool
Phyllanthus tenellus Roxb.		Phyllanthaceae	A	2003	2003	AF	X			Cas.	Nurseries
Phytolacca acinosa Roxb. s.l. 	Incl. P. esculenta Van Houtte	Phytolaccaceae	D	1960	N	AS-Te	X		X	Nat.	Hort.
Phytolacca americana L.		Phytolaccaceae	D	1958	N	NAM	X		X	Nat.	Hort.
Abies alba Mill.		Pinaceae	D	2008	2008	E	X			Cas.	Hort.
Abies grandis (Dougl. ex D. Don) Lindl.		Pinaceae	D	2009	2009	NAM	X			Cas. 	Hort.
Larix decidua Mill.		Pinaceae	D	?	2012	E	X	X		Cas.	Hort.
Larix kaempferi (Lambert) Carr.		Pinaceae	D	2009	2009	AS-Te	X			Cas.	Hort.
Larix x marschlinsii Coaz (L. decidua x kaempferi)		Pinaceae	D	2009	2009	Cult.			X	Cas.	Hort.
Picea abies (L.) Karst.		Pinaceae	D	1951	N	E	X	?	X	Nat.	Hort.
Picea omorika (Pančić) Purk.		Pinaceae	D	2013	2013	E	X			Cas.	Hort.
Picea sitchensis (Bong.) Carr.		Pinaceae	D	2010	2013	NAM	X		X	Cas.	Hort.
Pinus nigra Arnold subsp. nigra		Pinaceae	D	1974	2001	E AS-Te	X			Cas.	Hort.
Pinus nigra Arnold. subsp. laricio Maire		Pinaceae	D	2006	2006	E			X	Cas.	Hort.
Pinus pinaster Ait.		Pinaceae	D	?	?	E	X	?	?	Cas.	Hort.
Pinus ponderosa Douglas ex P. Lawson et C. Lawson		Pinaceae	D	2006	2006	NAM	X			Cas.	Hort.
Pinus rigida Mill.		Pinaceae	D	?	?	NAM	?	?	?	Cas.	Hort.
Pinus strobus L.		Pinaceae	D	2006	2006	NAM	X			Cas.	Hort.
Pinus sylvestris L.		Pinaceae	D	?	N	E AS-Te	X	?	X	Nat.?	Hort.
Pinus wallichiana A.B. Jacks		Pinaceae	D	2012	2015	AS-Te	X			Cas.	Hort.
Pseudotsuga menziesii (Mirb.) Franco		Pinaceae	D	2002?	N	NAM	X		X	Nat.	Hort.
Tsuga canadensis (L.) Carr.		Pinaceae	D	2008	2009	NAM	X			Cas.	Hort.
Tsuga heterophylla (Rafin.) Sarg.		Pinaceae	D	2008	2014	NAM	X			Cas.	Hort.
Anarrhinum bellidifolium (L.) Willd.		Plantaginaceae	D	1957	2015	E	X	X	X	Cas.	Hort.
Antirrhinum graniticum Rothm.		Plantaginaceae	A	1975	1975	E			X	Cas.	?
Antirrhinum majus L.		Plantaginaceae	D	1846	N	E AF	X	X	X	Nat.	Hort.
Asarina procumbens Miller		Plantaginaceae	D	2008	N	E	X			Nat.	Hort.
Chaenorhinum origanifolium (L.) Kostel.		Plantaginaceae	D	2001	2015	E AF	X	X		Cas.	Hort.
Chelone obliqua L.		Plantaginaceae	D 	2011	2013	NAM	X			Cas.	Hort.
Collinsia heterophylla Buist ex Graham		Plantaginaceae	D	2000	2012	NAM	X			Cas.	Hort.
Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. muralis		Plantaginaceae	D	<1835	N	E	X	X	X	Nat.	Hort.
Cymbalaria muralis P. Gaertn., B. Mey. et Scherb. subsp. pubescens (C. Presl) D.A. Webb		Plantaginaceae	D	1900	1900	E			X	Cas.	Hort.
Cymbalaria pallida (Ten.) Wettst.		Plantaginaceae	D	1995	N	E			X	Nat.	Hort.
Erinus alpinus L.		Plantaginaceae	D	2008	N?	E			X	Nat.?	Hort.
Linaria angustissima (Loisel.) Borbás		Plantaginaceae	A?	<1835	<1835	E			X	Cas.	?
Linaria bipartita (Vent.) Desf.		Plantaginaceae	D	1943	1966	AF	X			Cas.	Hort.
Linaria chalepensis (L.) Mill.		Plantaginaceae	A	1954	2002	E AF AS-Te	X		X	Cas.	Grain
Linaria genistifolia (L.) Mill.		Plantaginaceae	A	1891	<1927	E AS-Te	X		X	Cas.	Grain,…
Linaria hirta (L.) Moench		Plantaginaceae	A	1999	2000	E	X			Cas.	Grain
Linaria incarnata (Vent.) Spreng.		Plantaginaceae	D?	1952	1952	E AF	X			Cas.	Hort.?
Linaria maroccana Hook. f.		Plantaginaceae	D	1938	2014	AF	X	 		Cas.	Hort.
Linaria purpurea (L.) Mill.		Plantaginaceae	D	2001	N	E AF	X		X	Nat.	Hort.
Linaria simplex (Willd.) DC.		Plantaginaceae	A	<1900	2014	E AF AS-Te	?	X	?	Cas.	?
Linaria supina (L.) Chazelles		Plantaginaceae	A	1882	N	E AF	X	X	X	Nat.	Ore?
Linaria triornithophora (L.) Willd.		Plantaginaceae	A	1972	1972	E	X			Cas.	Nurseries
Misopates calycinum Rothm.		Plantaginaceae	A	1915	1915	E AF			X	Cas.	Grain?
Plantago afra L.		Plantaginaceae	A	1884	2014	E AF AS-Te	X		X	Cas.	Grain,…
Plantago arenaria Waldst. et Kit.		Plantaginaceae	A	1811	N	E AF AS-Te	X	X	X	Nat.	Grain, ore, wool
Plantago heterophylla Nutt.		Plantaginaceae	A	1895	1895	AM			X	Cas.	Wool
Plantago lagopus L.		Plantaginaceae	A	1978	2014	E AF AS-Te	X			Cas.	Grain,…
Plantago loeflingii L.		Plantaginaceae	A	1886	1886	E AF AS-Te	X			Cas.	?
Plantago myosuros Lam.		Plantaginaceae	A	1895	1948	SAM			X	Cas.	Wool
Plantago ovata Forssk.		Plantaginaceae	A	1906	1956	E AF AS-Te		X	X	Cas.	Wool,…
Veronica austriaca Jacq.		Plantaginaceae	D	2015	2015	E		X		Cas.	Hort.
Veronica campylopoda Boiss.		Plantaginaceae	A	1955	1955	AS 			X	Cas.	Grain
Veronica ceratocarpa C.A. Mey.		Plantaginaceae	A	1854	1874	AS-Te	X			Cas.	Grain?
Veronica cymbalaria Bodard		Plantaginaceae	A	2015	2015	E AF AS-Te	X			Cas.	?
Veronica filiformis Smith		Plantaginaceae	D	1927	N	AS-Te	X	X	X	Nat.	Hort.
Veronica glauca Smith		Plantaginaceae	A	1954	1954	E 			X	Cas.	Grain
Veronica longifolia L.		Plantaginaceae	D	<1830	N	E AS-Te	X		X	Nat.	Hort.
Veronica peregrina L.		Plantaginaceae	A	1836	N	AM	X	X	X	Nat.	Nurseries
Veronica persica Poiret		Plantaginaceae	A	1824	N	AS-Te	X	X	X	Nat.	Grain,…
Veronica spicata L.		Plantaginaceae	D	2007	2013	E AS-Te	X			Cas.	Hort.
Veronica teucrium L. subsp. teucrium		Plantaginaceae	D	1948	2015	E AS-Te	X	X		Cas.	Hort.
Platanus orientalis L.		Platanaceae	D	1996	1996	E AS-Te		X		Cas.	Hort.
Platanus x hispanica Mill. ex Münchh. (P. occidentalis L. x orientalis)		Platanaceae	D	1985	Ann.	Hybr.	X	X		Cas.	Hort.
Armeria arenaria (Pers.) Schult.		Plumbaginaceae	D	1966	1966	E	X			Cas.	Hort.
Armeria maritima Willd. subsp. elongata (Hoffmann) Bonnier		Plumbaginaceae	D	1851	N	E	X		X	Nat.	Hort.
Limonium sinuatum (L.) Mill.		Plumbaginaceae	D	1952	1956	E AF AS-Te	X		X	Cas.	Hort.
Achnatherum calamagrostis (L.) Beauv.	Calamagrostis argentea DC.	Poaceae	D?	<1835	1953	E  	X		X	Cas.	Hort.
Aegilops cylindrica Host		Poaceae	A	1876	2014	E AS-Te	X	X	X	Cas.	Grain, wool,…
Aegilops geniculata Roth		Poaceae	A	1854	1973	E AF AS-Te	X		X	Cas.	Grain,…
Aegilops triuncialis L.		Poaceae	A	1854	1946	E AF AS-Te	X	X	X	Cas.	Seeds,…
Aegilops ventricosa Tausch		Poaceae	A	<1835	1892	E AF AS-Te	X		X	Cas.	Grain,…
Aeluropus littoralis (Gouan) Parl.		Poaceae	A	1853	1853	E AF AS-Te	X			Cas.	?
Agropyron cristatum (L.) Gaertn. subsp. pectinatum (Bieb.) Tzvelev		Poaceae	A	1947	2015	E AF AS-Te	X		X	Cas.	Grain, wool
Agrostis castellana Boiss. et Reut.		Poaceae	A	1904	2004	E AF AS-Te	X		X	Cas.	Grass seed, wool
Agrostis eriantha Hack.		Poaceae	A	1904	1951	AF			X	Cas.	Wool
Agrostis exarata Trin.		Poaceae	A	1990	1990	NAM AS-Te	X			Cas.	Grass seed
Agrostis lachnantha Nees		Poaceae	A	1891	1959	AF			X	Cas.	Wool
Agrostis nebulosa Boiss. et Reut.		Poaceae	D	1881	1881	E AF			X	Cas.	Hort.
Agrostis scabra Willd.		Poaceae	A	1930	N	NAM AS-Te	X	X	X	Nat.	Grain, wool
Agrostis x fouilladeana Lambinon et Verloove (A. capillaris L. x castellana)		Poaceae	D?	1973	N	Hybr.	X			Nat.	Grass seed
Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.	Aira caryophyllea subsp. multiculmis (Dumort.) Bonnier & Layens	Poaceae	A	?	2012	E AF	X			Cas.	?
Aira elegantissima Schur		Poaceae	A/D?	1898	<1994	E AF AS-Te			X	Cas.	Wool, hort.?
Alopecurus magellanicus Lam.	Alopecurus borealis Trin. subsp. borealis	Poaceae	A	1912	1912	E AM AS			X	Cas.	Wool
Amphibromus recurvatus Swallen		Poaceae	A	1904	1904	AUS			X	Cas.	Wool
Anthoxanthum aristatum Boiss.		Poaceae	A	1840	N	E AF	X	X	X	Nat.	Seeds, grain,…
Anthoxanthum nitens (Weber) Schouten et Veldkamp	Hierochloe odorata (L.) Beauv.	Poaceae	A?	2002	N	E AS-Te NAM	X			Nat.	?
Apera intermedia Hack.		Poaceae	A	1907	1907	AS-Te		X		Cas.	?
Apera interrupta (L.) Beauv.		Poaceae	A	1818	N	E	X	X	X	Nat.	Grain, wool, ore
Aristida adscensionis L.		Poaceae	A	1939	1947	Trop.			X	Cas.	Wool
Aristida congesta Roem. et Schult.		Poaceae	A	1947	1950	AF AS-Te			X	Cas.	Wool
Aristida hordeacea Kunth		Poaceae	A	1884	1884	AF	X			Cas.	Wool
Aristida longespica Poiret		Poaceae	A	1891	1891	NAM	X			Cas.	?
Arundo donax L.		Poaceae	D	2011	2014	AS-Te	X			Cas.	Hort.
Austrodanthonia racemosa (R. Brown) H.P. Linder var. racemosa	Danthonia racemosa R. Brown	Poaceae	A	1893?	1948	AUS			X	Cas.	Wool
Austrodanthonia setacea (R. Brown) H.P. Linder	Danthonia setacea R. Brown	Poaceae	A	1893	1947	AUS			X	Cas.	Wool
Austrodanthonia tenuior (Steud.) H.P. Linder		Poaceae	A	1948	1948	AUS			X	Cas.	Wool
Austrostipa nitida (Summerh. et C.E. Hubbard) S.W.L. Jacobs et J. Everett	Stipa nitida Summerh. et C.E. Hubbard	Poaceae	A	1902	1902	AUS			X	Cas.	Wool
Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. falcata (Hughes) S.W.L. Jacobs et J. Everett	Stipa scabra Lindl. subsp. falcata (Hughes) Vickery	Poaceae	A	1896	1896	AUS			X	Cas.	Wool
Austrostipa scabra (Lindl.) S.W.L. Jacobs et J. Everett subsp. scabra	Stipa scabra Lindl. subsp. scabra	Poaceae	A	1897	1939	AUS			X	Cas.	Wool
Austrostipa verticillata (Nees ex Spreng.) S.W.L. Jacobs et J. Everett	Stipa verticillata Nees ex Spreng.	Poaceae	A	1953	1963	AUS			X	Cas.	Wool
Avena barbata Pott ex Link		Poaceae	A	1824	1953	E AF AS-Te	X		X	Cas.	Wool,…
Avena brevis Roth		Poaceae	A	<1885	1909	?	X		X	Cas.	Seeds
Avena hispanica Ard.		Poaceae	A	1865	1865	E			X	Cas.	?
Avena matritensis Baum		Poaceae	A	1902	1902	E AF			X	Cas.	Wool
Avena nuda L.		Poaceae	D?	1881	1999	?	X			Cas.	Grain,…
Avena sativa L. s.l.		Poaceae	D	1854	Ann.	?	X	X	X	Cas.	Agric.
Avena sativa L. x sterilis L.		Poaceae	H	1887	1920	Hybr.			X	Cas.	Hybridization
Avena sterilis L. subsp. ludoviciana (Durieu) Nyman		Poaceae	A	1877	2005	E AF AS-Te	X		X	Cas.	Grain,…
Avena sterilis L. subsp. sterilis		Poaceae	A	1823	2014	E AF AS-Te	X		X	Cas.	Grain,…
Avena strigosa Schreb.		Poaceae	D	1811	2013	?	X		X	Cas.	Agric.
Avena x marquandii Druce (A. fatua L. x sativa)		Poaceae	H	<1850	1925	Hybr.	X		X	Cas.	Hybridization
Axonopus fissifolius (Raddi) Kuhlm.	Axonopus affinis Chase	Poaceae	A	1980	1980	AM	X			Cas.	Nurseries
Beckmannia syzigachne (Steud.) Fernald		Poaceae	A	1911	2012	NAM AS-Te	X		X	Cas.	Grain, wool,…
Bothriochloa decipiens (Hack.) C.E. Hubbard		Poaceae	A	1947	1947	AUS			X	Cas.	Wool
Bothriochloa ischaemum (L.) Keng		Poaceae	A	1813	1916	E AF AS-Te	X		X	Ext.	Wool, ore
Bothriochloa macra (Steud.) S.T. Blake		Poaceae	A	1911	1947	AUS			X	Cas.	Wool
Brachyachne convergens (F. Muell.) Stapf		Poaceae	A	1947	1947	AUS			X	Cas.	Wool
Brachypodium distachyon (L.) Beauv.		Poaceae	A	1823	1956	E AF AS-Te	X		X	Ext.	Wool,…
Briza maxima L.		Poaceae	D/A	1853	2015	E AF AS-Te	X	X	X	Cas.	Hort.,…
Briza minor L.		Poaceae	A	1812	1980	E AF AS-Te	X	X	X	Cas.	Seeds
Bromus alopecuros Poiret		Poaceae	A	1958	1958	E AF AS-Te			X	Cas.	Grain
Bromus arenarius Labill.	Excl. B. pectinatus Thunb.	Poaceae	A	1898	1898	AUS			X	Cas.	Wool
Bromus brevis Nees ex Steud.	Ceratochloa brevis (Nees ex Steud.) B.D. Jackson	Poaceae	A	1902	1949	SAM			X	Cas.	Wool
Bromus briziformis Fisch. et C.A. Mey.		Poaceae	A	1922	1922	AS	X			Cas.	?
Bromus carinatus Hook. et Arnott var. carinatus	 	Poaceae	A	2013	2013	AM	X	 	 	Cas.	?
Bromus carinatus Hook. et Arnott var. marginatus (Nees) Barkworth et Anderton	Bromus marginatus Nees	Poaceae	A	1930	1930	AM	 	 X	 	Cas.	?
Bromus catharticus Vahl	Ceratochloa cathartica (Vahl) Herter	Poaceae	A/D	1864	Ann.	SAM	X	X	X	Cas.?	Grain, wool,…
Bromus danthoniae Trin.		Poaceae	A	1954	1955	AS			X	Cas.	Grain
Bromus diandrus Roth subsp. diandrus	Anisantha diandra (Roth) Tutin ex Tzvelev subsp. diandra	Poaceae	A	1905	N	E AF AS-Te	X	X	X	Nat.	Grain, wool,…
Bromus diandrus Roth subsp. maximus (Desf.) Soó	Anisantha rigida (Roth.) Hyl.	Poaceae	A	1906	N	E AF AS-Te	X	X	X	Nat.	Grain, wool,…
Bromus hordeaceus L. subsp. longipedicellatus L.M. Spalton		Poaceae	A	<1895	2013	E	X	X	X	Cas.	Seeds?
Bromus hordeaceus L. subsp. molliformis (Lloyd) Maire et Weiller		Poaceae	A	1857	1870	E AF AS-Te	X		X	Cas.	?
Bromus hordeaceus L. subsp. pseudothominei (P.M. Smith) H. Scholz	Bromus pseudothominei P.M. Smith	Poaceae	A	1904	2014	E	X		X	Cas.	Seeds?
Bromus inermis Leyss.	Bromopsis inermis (Leyss.) Holub	Poaceae	A	1823	N	E AS  	X	X	X	Nat.	Grain, wool,…
Bromus intermedius Guss.		Poaceae	A	1952	1952	E AF AS-Te	X			Cas.	?
Bromus japonicus Thunb.		Poaceae	A	1862	2014	E AS	X	X	X	Cas.	Grain, seeds,…
Bromus lanceolatus Roth		Poaceae	A	1888	2000	E AF AS-Te	X	X	X	Cas.	Grain, wool,…
Bromus lepidus Holmberg		Poaceae	A	1916	2012	E	X		X	Cas.	Grass seed, etc.
Bromus madritensis L.	Anisantha madritensis (L.) Nevski	Poaceae	A	1848	N	E AF AS-Te	X	X	X	Nat.	Grain, wool,…
Bromus pectinatus Thunb. 	 	Poaceae	A	1881	1909	AF AS AUS	X		X	Cas.	Wool,…
Bromus polyanthus Scribn.	Ceratochloa polyantha (Scribn. ex Shear) Tzvelev	Poaceae	A	1915	1915	NAM	X			Cas.	?
Bromus rubens L.	Anisantha rubens (L.) Nevski	Poaceae	A	1904	1953	E AF AS-Te	X		X	Cas.	Wool,…
Bromus scoparius L.		Poaceae	A	1827	1954	E AF AS-Te	X	X	X	Cas.	Grain,…
Bromus sitchensis Trin.	Bromus carinatus auct. belg. non Hook. et Arnott	Poaceae	A/D?	1944	N	NAM	X	X	X	Nat.	Grain, etc.
Bromus squarrosus L.		Poaceae	A	<1850	2011	E AF AS-Te	X	X	X	Cas.	Grain,…
Cenchrus echinatus L		Poaceae	A	1997	1999	AM	X			Cas.	Grain
Cenchrus incertus M.A. Curtis		Poaceae	A	1960	1960	AM			X	Cas.	Wool
Cenchrus longispinus (Hack.) Fernald		Poaceae	A	1888	2004	NAM	X		X	Cas.	Grain, wool
Chasmanthium latifolium (Michaux) Yates		Poaceae	A	1949	1949	NAM			X	Cas.	Wool
Chloris divaricata R. Brown		Poaceae	A	1889	1964	AUS			X	Cas.	Wool
Chloris pectinata Benth.		Poaceae	A	1887	1954	AUS	X		X	Cas.	Wool
Chloris pycnothrix Trin.		Poaceae	A	1992	1992	AF	X			Cas.	Grain
Chloris truncata R. Brown		Poaceae	A	1887	1963	AUS	X		X	Cas.	Wool
Chloris ventricosa R. Brown		Poaceae	A	1911	1953	AUS	X		X	Cas.	Wool
Chloris virgata Swartz		Poaceae	A	1865	1959	Trop.			X	Cas.	Wool,…
Coix lacryma-jobi L.		Poaceae	D	1959	1959	AS-Tr	X			Cas.	Hort.
Cortaderia selloana (Schult. et Schult. f.) Aschers. et Graebn.		Poaceae	D	2004	N	SAM	X			Nat.	Hort.
Crithopsis delileana (Schult.) Roshev.		Poaceae	A	<1994	<1994	E AF AS-Te		X	X	Cas.	?
Crypsis aculeata (L.) Ait.		Poaceae	A	1901	1901	E AF AS-Te	X			Cas.	Ore
Crypsis alopecuroides (Pill. et Mitterp.) Schrad.		Poaceae	A	1909	1911	E AF AS-Te	X		X	Cas.	Wool
Crypsis schoenoides (L.) Lam.		Poaceae	A	1914	1999	E AF AS-Te	X			Cas.	Grain,…
Cynodon dactylon (L.) Pers.		Poaceae	A	1813	N	Trop.	X	X	X	Nat.	Ore, wool
Cynodon incompletus Nees var. hirsutus (Stent) de Wet et J.R. Harlan		Poaceae	A	1895	1952	AF			X	Cas.	Wool
Cynosurus echinatus L.		Poaceae	A	1824	2014	E AF AS-Te	X	X	X	Cas.	Grain,…
Dactylis polygama Horv.	Dactylis glomerata subsp. lobata (Drejer) H. Lindb.	Poaceae	D?	?	N	E	X		X	Nat.	Hort.?
Dactyloctenium aegyptium (L.) Willd.		Poaceae	A	1882	1902	AF AS	X		 	Cas.	Grain?
Dactyloctenium radulans (R. Brown) Beauv.		Poaceae	A	1887	1955	AUS	X		X	Cas.	Wool
Dasypyrum villosum (L.) P. Candargy		Poaceae	A	1887	2014	E AF AS-Te	X		X	Cas.	Grain, wool,…
Desmazeria sicula (Jacq.) Dum.		Poaceae	A	1889	1917	E AF AS-Te	X		X	Cas.	Grain,…
Dichanthelium clandestinum (L.) Gould	Panicum clandestinum L.	Poaceae	A?	1999	2001	NAM	X			Cas.	?
Digitaria acuminatissima Stapf		Poaceae	A	1947	1947	AF			X	Cas.	Wool
Digitaria aequiglumis (Hack.et Arechav.) Parodi		Poaceae	A	1997	N	SAM	X			Nat.	Seeds
Digitaria brownii (Roem. et Schult.) Hughes		Poaceae	A	1911	1921	AUS			X	Cas.	Wool
Digitaria ciliaris (Retz.) Koeler subsp. ciliaris		Poaceae	A	1828	2005	Trop.	X		X	Cas.	Grain,…
Digitaria ciliaris (Retz.) Koeler subsp. nubica (Stapf) S.T. Blake		Poaceae	A	1883	2015	AF	X			Cas.	Grain,…
Digitaria sanguinalis (L.) Scop. subsp. pectiniformis Henr.		Poaceae	A	1856	N?	E AF AS-Te	X		X	Nat.?	Ore?
Digitaria sanguinalis (L.) Scop. subsp. sanguinalis		Poaceae	A	1803	N	E AF AS-Te	X	X	X	Nat.	Grain, wool,…
Digitaria violascens Link		Poaceae	A	1994	1994	Trop.	X			Cas.	Grain
Dinebra decipiens (R. Brown) P.M. Peterson & N. Snow subsp. decipiens 	Leptochloa decipiens (R. Brown) Stapf ex Maiden s.l.	Poaceae	A	1911	1921	AUS			X	Cas.	Wool
Dinebra decipiens var. peacockii (Maiden & Betche) P.M. Peterson & N. Snow 	Leptochloa peacockii (Maiden et Betche) Domin	Poaceae	A	1911	1947	AUS			X	Cas.	Wool
Dinebra divaricatissima (S.T. Blake) P.M. Peterson & N. Snow 	Leptochloa divaricatissima S.T. Blake	Poaceae	A	1921	1921	AUS			X	Cas.	Wool
Dinebra panicea (Retz.) P.M. Peterson & N. Snow var. brachiata (Steud.) P.M. Peterson & N. Snow 	Leptochloa panicea (Retz.) Ohwi subsp. brachiata (Steud.) N. Snow	Poaceae	A	<1900	1947	AM	X		X	Cas.	Wool,…
Dinebra retroflexa (Vahl) Panzer		Poaceae	A	1994	1994	AF AS	X			Cas.	Grain
Diplachne fusca (L.) P. Beauv. ex. Roemer. et Schult. subsp. fascicularis (Lam.) P.M. Peterson & N. Snow 	Leptochloa fascicularis (Lam.) A. Gray	Poaceae	A	1831	1947	AM			X	Cas.	Wool,…
Diplachne fusca (L.) P. Beauv. ex. Roemer. et Schult. subsp. fusca 	Leptochloa fusca (L.) Kunth	Poaceae	A	1911	1953	Trop.	X		X	Cas.	Wool
Diplachne parviflora (R. Brown) Benth.	Leptochloa parviflora (R. Brown) Verloove et Lambinon	Poaceae	A	1911	1947	AUS			X	Cas.	Wool
Diplachne fusca (L.) P. Beauv. ex. Roemer. et Schult. subsp. uninervia (J. Presl) P.M. Peterson & N. Snow	Leptochloa uninervia (J. Presl) Hitchc. et Chase	Poaceae	A	1998	1998	AM	X			Cas.	Grain
